text,topic
"Our project is Multi Tenant ,So can this approach is good for us because every tenant has different urls and sub paths.",
"Need some help decoding this error message. I'm trying to upload a csv file but not sure why it's saying ""not supported sql""?",
"Was trying to get a bare bones test server running on Linode servers. Is this to small for just playing around with basic datasets? Ubuntu 20.04 LTS, Linode 2GB: 1 CPU, 50GB Storage, 2GB RAM.......Or to even get it installed and up and running?",
does superset has a venn diagram ?,
"Hey everyone, I have a table in Presto that has 1250 columns. 118 of these columns are timestamp type. When I add this table in datasources to create chart, all these timestamps are being identified as UNKNOWN. However, when I manually edit each column and change UNKNOWN -&gt; TIMESTAMP, it all works fine as expected. I seriously cannot edit all 118 columns. Is there any work around so that either superset will correctly identify these columns (or) change all these UNKNOWNs to TIMESTAMP in a single go?",
"Trying a repost here, I'm sure it would be a super share for the community. There's probably very cool dashboards out there, in particular at Airbnb or Lyft. Sorry for the spam :hugging_face:",
I just published this new blog post at the Preset blog! BigQuery + Superset is quite nice to work with:\n\n<https://preset.io/blog/2020-10-08-bigquery-superset-part-2/>,
"Dear All, Is there any way to prevent multiple login attempts ?",
The only way you can do conditional formatting in a table chart is by leveraging javascript? I would want to make negative values with red...,
Does Anyone know how to can a `viz plugin`  code can know that it is being engaged from a dashboard or from the explore page? (<@UH0UPCJVD> <@UHK31ESN4>)\nI want to show a notification only when the plugin is being used from the explore page,
"Hi all,\n\nI am looking for someone who has worked extensively on Apache Superset.\n\nNeed to get some modification done to a codebase of the tool to enable some features for a project.\n\nPlease let me know if you or someone you know would be able to help.",
"Hello everyone, I am unable to load dashboards after migrating data from sqlite to postgres. I have followed the steps as mentioned in <https://stackoverflow.com/a/64057823/10834788|here> and the error is:\n```json.decoder.JSONDecodeError: Expecting ',' delimiter: line 1 column 106 (char 105)```\nThe complete stacktrace is:\n```ERROR:root:Expecting ',' delimiter: line 1 column 106 (char 105)\nTraceback (most recent call last):\n  File ""/usr/local/lib/python3.6/site-packages/flask_appbuilder/api/__init__.py"", line 84, in wraps\n    return f(self, *args, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/flask_appbuilder/api/__init__.py"", line 154, in wraps\n    return f(self, *args, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/flask_appbuilder/api/__init__.py"", line 1567, in get_list\n    return self.get_list_headless(**kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/superset/views/base_api.py"", line 232, in get_list_headless\n    duration, response = time_function(super().get_list_headless, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/superset/utils/core.py"", line 1296, in time_function\n    response = func(*args, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/flask_appbuilder/api/__init__.py"", line 1469, in get_list_headless\n    _response[API_RESULT_RES_KEY] = _list_model_schema.dump(lst, many=True)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/schema.py"", line 557, in dump\n    result = self._serialize(processed_obj, many=many)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/schema.py"", line 517, in _serialize\n    for d in typing.cast(typing.Iterable[_T], obj)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/schema.py"", line 517, in &lt;listcomp&gt;\n    for d in typing.cast(typing.Iterable[_T], obj)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/schema.py"", line 521, in _serialize\n    value = field_obj.serialize(attr_name, obj, accessor=self.get_attribute)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/fields.py"", line 308, in serialize\n    value = self.get_value(obj, attr, accessor=accessor)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/fields.py"", line 227, in get_value\n    return accessor_func(obj, check_key, default)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/schema.py"", line 478, in get_attribute\n    return get_value(obj, attr, default)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/utils.py"", line 232, in get_value\n    return _get_value_for_key(obj, key, default)\n  File ""/usr/local/lib/python3.6/site-packages/marshmallow/utils.py"", line 246, in _get_value_for_key\n    return getattr(obj, key, default)\n  File ""/usr/local/lib/python3.6/site-packages/superset/models/dashboard.py"", line 158, in url\n    json_metadata = json.loads(self.json_metadata)\n  File ""/usr/local/lib/python3.6/json/__init__.py"", line 354, in loads\n    return _default_decoder.decode(s)\n  File ""/usr/local/lib/python3.6/json/decoder.py"", line 339, in decode\n    obj, end = self.raw_decode(s, idx=_w(s, 0).end())\n  File ""/usr/local/lib/python3.6/json/decoder.py"", line 355, in raw_decode\n    obj, end = self.scan_once(s, idx)\njson.decoder.JSONDecodeError: Expecting ',' delimiter: line 1 column 106 (char 105)```",
"Hi everyone, I am struggling with a password reset. I tried resetting a p/w for an admin user via cli(`superset fab reset-password` and it was successful but when I entered the same creds on UI, they are invalid. Have been happening with other users as well.\n\nAnyone any idea what is wrong here?",
"Hi everyone. I have a general question on dashboards and how I can make them responsive.\nIs it possible to have 2 charts in a row when the screen width is large,\nbut on mobile for the chart on the right move under the first chart?\nCurrently the charts just get horribly compressed and are no longer usable.",
"Hi everyone, is here somedy interested in supporting our company as a freelancer with a table visualization project? Me and my company, we are currently looking for support to help with us specific skills regarding Apache Superset. If interested, please comment on this post and I can send you more information regarding the project. Thank you very much!",
"Hi everyone,\nI'm completely new to Superset and the community, so I have very little experience with its capabilities :slightly_smiling_face:\nMy interest is to tab into the (*explore_json*) *REST API* and use superset to query aggregation-data from other applications.\nDoes anyone have experience with this sort of thing or can recommend me any good resources? I found it very hard to find any sensible documentation on how the requests are constructed and what options one can pass.\nThanks in advance :)",
"<!here> - I am trying to configure Superset  with Postgres(Metadata) and Redis for (Results backend). I am also trying to use Celery for Async queries. After the configuration as in the doc, i get the following error in the SuperSet SQLLab\n```invalid literal for int() with base 10: 'tcp://&lt;redis-service-ip&gt;:6379'```\n\n```In the logs of the worker-container, i get the following.\n....\n[2020-09-24 13:59:37,191: DEBUG/MainProcess] Task accepted: sql_lab.get_sql_results[7329d297-593a-4394-9848-61ddd06b4bea] pid:17\nQuery 39: Executing 1 statement(s)\n[2020-09-24 13:59:37,221: INFO/ForkPoolWorker-3] Query 39: Executing 1 statement(s)\nQuery 39: Set query to 'running'\n[2020-09-24 13:59:37,221: INFO/ForkPoolWorker-3] Query 39: Set query to 'running'\nQuery 39: Running statement 1 out of 1\n[2020-09-24 13:59:41,280: INFO/ForkPoolWorker-3] Query 39: Running statement 1 out of 1\nQuery 39: Storing results in results backend, key: fbcef3cd-1ba4-4c17-a591-6053831af14d\n[2020-09-24 13:59:42,711: INFO/ForkPoolWorker-3] Query 39: Storing results in results backend, key: fbcef3cd-1ba4-4c17-a591-6053831af14d\nQuery 39\n[2020-09-24 13:59:42,716: ERROR/ForkPoolWorker-3] Query 39\n[2020-09-24 13:59:42,737: INFO/ForkPoolWorker-3] Task sql_lab.get_sql_results[7329d297-593a-4394-9848-61ddd06b4bea] succeeded in 5.546651062002638s: {'status': 'failed', 'error': 'invalid literal for int() with base 10: \'<tcp://10.98.185.129:6379\>''}\n....```\nWhat can be wrong here ??? Appreciate some help",
,
Anyone know how we can perform drill down from the superset chart ? something like\u00a0<https://docs.aws.amazon.com/quicksight/latest/user/adding-drill-downs.html> or <https://www.elastic.co/guide/en/kibana/current/drilldowns.html>\n\n*<http://docs.aws.amazon.com|docs.aws.amazon.com>*,
is there a way to make an automatic sync of tables of a database? I\u2019ve added a presto database but I can\u2019t see any tables populated,
Anyone successfully configured User Impersonation for Presto in Superset? I am using 0.37.2 version of Superset and couldn\u2019t make this working. Any pointers would be of great help.,
does Superset have any like..  intra-dashboard usage analytics?,
"Dear All, Is anyone succesfully installed Apache superset with docker-compose?  Please share the Ubuntu OS version? I am facing issue in ubuntu20.04 desktop amd64. Stuck at init_db. Error message:  *pkg_resources.DistributionNotFound: The 'pyarrow&lt;1.1,&gt;=1.0.1' distribution was not found and is required by apache-superset*",
"Quick Question!! I am getting error as ""Invalid login. Please try again."" Any solution.",
"What is the difference between, Superset docker image edge and the regular release images?\n\nEdge: <https://hub.docker.com/layers/amancevice/superset/edge/images/sha256-02605fb6784bd36e30b34844c4cb469c6ffc9a9a79f6723d9460df4b71ee7060?context=explore>\n\n0.37.2:<https://hub.docker.com/layers/amancevice/superset/0.37.2/images/sha256-0036adb5d313cd8dd1263a843e501380162c57bf70c616913d1613c390a00950?context=explore>\n\nI am looking for the master branch image. Any help with that?",
Probably edge? I\u2019m not sure who owns and builds those images. You could always clone the repo and run docker build,
"I am also facing this issue, where in I assign some actions for Alpha role and every-time I restart Superset service, actions assigned to Alpha role gets reverted. Is this a bug? Any work around this would be of great help",
We\u2019ve two timestamp columns one for partition ( day) and exact time ( datetime) . I want to adjust and add partition predicate to query by inferring correct value from the datetime. Where can I plug in this ?,
"Hey All, having issues connecting Superset with Postgres DB:\n\nLogs only show the below error:\n```Unexpected error AssertionError\nERROR:superset.views.core:Unexpected error AssertionError```\nMy connection string as follows in Superset:\n```<postgresql+psycopg2://ldaptest:testpwd@postgres.server.com:5432/dwh>```\nI am able to connect to this server using the provided credentials with no issues from any Postgres client. Any thoughts here please? Logs are of not much help in this case",
Is it mandatory to configure Celery Worker in order to have the scheduled emailing of reports to work?,
"Hi all, I am trying to enable Row Level Security but it doesn't seem to be working.\u00a0 We have just deployed Superset in Kubernetes and are using k8s secrets for the superset_config.\n\nI've set\u00a0`ENABLE_ROW_LEVEL_SECURITY = 'True'`\u00a0but in the UI I am not seeing the Row Level Security Option under Security.\u00a0(edited)\u00a0\nInterestingly, the version the UI shows is 0.999.0dev - doesn't feel right, we are pulling the\u00a0`image:\u00a0""preset/superset:latest""`",
"Hi All, Is there a plan to add funnel chart as new visualization?",
ie a user might login using LDAP and then using u/p,
email may be duplicated in the event that multiple user entities exist from different auth providers with the same email,
"yes, username is the current canonical identifier",
,
,
"was there a reason that in table `ab_user` we have unique column on username and email, but on table `ab_register_user` we have unique column only on username and not email. I am thinking about adding unique constraint to email but not sure if it could break something else",
anyone tried connecting to salesforce ?,
Anyone have experience deploying Superset on raspberry pi ?,
"Hi guys,\nI am wondering where to change language on superset Version:\u00a00.999.0dev ?\nRegards",
Current behavior and what was in a past.,
"Hello there, Is it an issue or expected behavior of ""Edit Properties"" - same edit chart properties in 2 places and couldn't available JSON changes.",
Hello!\nDo anybody know how to move all metrics from one datasource to another?,
Hi! I am struggling to make my superset work perfect and as expected. Help me understand what\u2019s wrong here. Thanks in advance!,
There is also something wrong with alert form in new version. I applied `superset db upgrade` and `superset init` but still can not see sql field,
"I'm trying to upgrade superset 0.37.2 to 0.38.0 and getting below error. I think iframe migration doesn't work properly\n```INFO  [alembic.runtime.migration] Running upgrade f2672aa8350a -&gt; 978245563a02, Migrate iframe in dashboard to markdown component\nscanning dashboard (1/2) dashboard: 19 &gt;&gt;&gt;&gt;\nERROR [root] dashboard 19 has error: dictionary keys changed during iteration\nTraceback (most recent call last):\n  File ""/usr/local/lib/python3.8/site-packages/superset/migrations/versions/978245563a02_migrate_iframe_to_dash_markdown.py"", line 135, in upgrade\n    for key, chart_position in position_dict.items():\nRuntimeError: dictionary keys changed during iteration```",
"Hi everyone,\n\nin my dashboard i've got a working Chart (Table) with ""href"" links which are working perfekt. Now i've tried to make a pivot with the same calculated column (href link) but it only shows me the text. so there is no clickable link :disappointed: did i miss something?? i'm trying since 2 days and my hairs are getting gray :slightly_smiling_face:\nbest regards,\nRalph",
"Hi all,\nHow to turn on `public role` ?\nI see 2 config fields:\n1. PUBLIC_ROLE_LIKE\n2. AUTH_ROLE_PUBLIC\nhow do those combine together?\n\nand also Does `public role` supported when OAuth is enabled?",
"In pivot chart, how do we show only column totals and  hide the row totals?  currently `show totals`  option bring both totals. Would like to get rid of row wise totals. kindly advise.",
"hello guys, i'm trying to change the text of this button on the login screen. ""Register"" is not the correct term in PT-BR, the right would be ""Login"", since my users would already be registered in LDAP. I tried to find the English Sign-In terms in the translations, and to translate the correct translation to PT-BR, without success, can someone give me a hint of the way?",
"<!here> a new version of the Yeoman generator has been released, along with an update to the Hello <https://preset.io/blog/2020-07-02-hello-world/|World blog post> (`npm link ../../superset-ui/packages/superset-ui-core` was previously not needed, but is now a required step). While no major functional changes have been made to the generator, it creates slightly cleaner code and also builds cleanly when running `yarn build`. Please try it out and reach out to me directly if there are any problems!",
"I just wondering to see that latest pull has reduced viz tools ( 48 to 46). How can we import existing plugins to 0.37.2 like iframe, choropleth map etc. Is there any easy way to import. :slightly_smiling_face: <@UHK31ESN4>",
Like a `@company/plugin-chart-custom-name`,
Anyone can help?,
"Here is my background. I am developing as dashboard to be used by my users who are called explorers. Here are the questions.1..Can explorers drill, filter and select columns\u00a0using\u00a0the dashboard. Explorer is a user who views data in different ways and has limited freedom..\u00a0\u00a0\n\u00a0\u00a02. Can the explorers dashboard accept\u00a0inputs for filtering, drilling of data from the dashboard in question no 1. Explorer is a user who views data in different ways and has limited freedom.\n3. Whether the dashboard has an excel export facility? Explorer is a user who views data in different ways and has limited freedom.\n4. Does the explorers dashboard have capability to send out results using an email server.? Explorer is a user who views data in different ways and has limited freedom.",
"I have an application that requires credentials to access it, inside it I call the superset, how could I reuse the credentials of the main system, to automatically log into the superset?\n\nI apologize if there is already something related, I can't search in my language.\n\nI was analyzing the login system, I'm new with programming, I'm not sure if it's the best way : `login_db.html`",
"Hi all! Is it possible to change the legend position (e.g., to the left of the chart)?",
"Hello everyone, is there a way to make certain dashboards available for selected user/s ?",
"Hello, I've set up email scheduling with celery workers/beat running in the foreground. This works great only until I close my tab.\n\nI want to detach these processes, but when adding --detach to the celery worker command, I'm given the following error message:\n\n```consumer: Cannot connect to <amqp://guest:**@127.0.0.1:5672//>: [Errno 111] Connection refused.```\nThis is the default configuration, which tells me that when running detached, the workers cannot find my superset_config.py file. Can anyone assist?\n\nFor context I am not using docker, I'm running everything locally on an Ubuntu server.",
Can anyone help me to find any link on how to configure two node cluster and do load balancing for superset configuration?,
"Hey Team, actually I am customizing my apache superset, so I want to remove new and language button from UI. So anyone could help me from where I have to delete it from source code.",
I am getting following error when I am loading `superset load_examples`\n,
How can I change the date format of this column -\nCurrently I am seeing as `2020-10-04T00:00:00.000Z` and I tried adding `%Y-%m-%d` but it doesnt seem to work,
<@U01DBFTN5AT> <@U01ESNPDFS7> :wave: these may be what you\u2019re looking for:\n\n<https://docs.preset.io/docs/small-demos#filter-data-in-dashboard-based-on-user-that-login>,
Hi All! My question is similar what Bruno asked. What I want to achieve is a dynamic picture on a dashboard which is changing according to what the user is selecting in the filter. I dont find any dedicated feature for this. But is there any workaround?,
"I see the documentation for the users, but are there documentation for developers (especially for frontend)? I am having a hard time trying to follow through the codebase",
"Hi there!\nI'm trying to concatenate a jinja paremeter (`{{filter_values()}}`) to the title of a chart, making the title dynamic according to the filter.\nHas anyone tried to do anything like that? I'd love to hear suggestions to get something at least similar.",
"Is there a way to version the dashboard? Meaning whenever admin makes changes to the dashboard, only the current state lives on the sever. One way I can think of is after every change to dashboard -&gt; download the dashboard and then push the json file to git repo. Is there any other efficient way we could achieve this? maybe if there is something like `on change to dashboard` trigger that I can use to push to git repo",
Thanks,
hello everyone.. I'm a new user of apache superset.. I have installed Apache Superset using docker refer to this url: <https://preset.io/blog/2020-05-11-getting-started-installing-superset/>.. the default port of superset is 8088.. How can I change the default port of superset?,
"Hi all, I am trying the upload a CSV functionality for the first time and I get an error because the table is not created yet. I am using hive/databricks.\n```Unable to upload CSV file ""jg_test_data.csv"" to table ""jg_test_data"" in database ""Databricks"". Error message: (pyhive.exc.OperationalError) TExecuteStatementResp(status=TStatus(statusCode=3, infoMessages=[""*org.apache.hive.service.cli.HiveSQLException:Error running query: org.apache.spark.sql.catalyst.analysis.NoSuchTableException: Table or view 'jg_test_data' not found in database 'test_database';:48:47"",```\nI'm sure I could get past it by creating the table first, but I don't really want to do that every time a user wants to upload a CSV?",
"Hi everyone, is here somebody interested in supporting our company as a freelancer with a table visualization that can also display images (thumbnails)? Me and my company, we are currently looking for support to help with us specific skills regarding Apache Superset. If interested, please reach out to me and we can discuss the details!",
"I'm very new to Superset. Why we want ""Published"" button in dashboard section? because we can handle dashboard view access using user &amp; Roles system. If we create one user with no access to dashboard that meant that person cant see particular dashboard even that dashboard have ""Published"" state in dashboard section. that meant ""Published"" and""Draft"" section we can handle using user role management system. so what are the benefit that feature?",
hello. I have two instances of superset 0.36 running from source code (DEV and PROD). Because I created two new plugins that uses superset new API I want to upgrade my instances to the latest version 0.37.2. Im aware the changes can affect me <https://github.com/apache/incubator-superset/blob/master/UPDATING.md>. Which will be the recommended way to upgrade my instances if I added a migration and some code to the core on my 0.36 instance?,
how tochange in table those yelow values to percent format?,
,
"hi, once again",
"Hi, does anyone know how can I add custom visualization plug-in to a superset running with docker ?",
<@U01AQ930Y3W> what is the error?,
"Hi guys, does anyone know how to change the default row limit for 'time-series table' chart type without modifying the query in SQL Lab? The thing with other chart types are we are able to toggle row limits in the chart pane, but not with 'time-series table' type. Is there any consideration not to? Thanks in advance!",
"Hi I'm new to supperset, In superset how I can publish and share the dashboards with others?",
"Hello guys!\nRegarding the superset frontend in Flask, do you know if is there a way to increase the file watchers?\nI got this error while trying to setup an Ec2 instance for Superset.\n`Error: ENOSPC: System limit for number of file watchers reached, watch '/app/superset-frontend/images/viz_thumbnails/world_map.png'`",
"Hi, where can I find a free course to learn superset?",
"Hi, folks! Is there a way to import all dashboards from the database?\n\nI migrated from SQLite to Postgresql. I configured the data source as PG but I am not seeing any dashboards in the Dashboards section on Superset. I checked by querying the db(select count(*) from dashboards') that resulted in 19 rows, the exact true number.",
"At last I managed to start an official docker assembly, but not all tables in ""examples"" database contains data. For example there is data in ""paris_iris_mapping"" table but ""wb_health_population"" table is empty. Was it conceived like that?",
"Hi, folks! Is there a way to set a custom Role in superset instead of Public for public access of the dashboards?",
Does superset integrate with Streamlit?,
"Hi all, I'm trying to format the Time column in this table chart - but no matter how I change the Time formatting, it doesn't have any effect. I checked the chart metadata, and the time format there is correct as well - but doesn't work on the visualisation itself. What am I missing?",
"Hey All, I am trying to explore SuperSet to query Presto. I have SuperSet setup on K8s using Helm chart available on Helm Hub.\n\nWhen brought the service up, I see a default database *example* already available. However, in SQL Lab databases list is not showing up this database and seeing the below error messaging popping up. There is nothing in the logs that can help me debug this further. Any help is greatly appreciated. TIA",
"Hi all, we want to have numbers that appear on the top of the bar in the bar-chart to be vertically aligned. Can someone please help us in solving the issue?",
"New Local Docker/Preset install for testing and learning. I am trying to understand the SQL Alchemy URI when adding a db. This sample install did SQLite and some examples. However, it will not let you use SQLite for the SQLAlchemy URI because of ""security"" How else do I test? Can I not use the default install to add more DBs to?",
"Hi, I am trying to integrate LDAP(openldap) auth with Superset. I followed the documentation to configure ldap but still gets `Invalid Login` even thought ldap is able to fetch the user. Can someone please help me with this  ? I don\u2019t see any other error apart from 302.\n\n```DEBUG:flask_appbuilder.security.manager:LDAP BIND indirect OK\nDEBUG:flask_appbuilder.security.manager:LDAP got User [('cn=rijojoseph,ou=People,dc=myntra,dc=com', {'sn': [b'Joseph'], 'givenName': [b'Rijo']})]\nDEBUG:flask_appbuilder.security.manager:LDAP bind with: cn=rijojoseph,ou=People,dc=myntra,dc=com XXXXXX\nDEBUG:flask_appbuilder.security.manager:LDAP bind OK: cn=rijojoseph,ou=People,dc=myntra,dc=com\nINFO:werkzeug:172.29.104.110 - - [30/Sep/2020 18:40:36] ""POST /login/ HTTP/1.1"" 302 -```",
"<@U017193F7JQ> Here is the datapoint about how many % of our dashboards have filters:\n\n~30% of dashboards accessed since 05/01/2020 until today, have at least 1 filter box actively used\n_Dataset: data taken from dashboard access logs, so hypothetically, if there is a dashboard with default filters which are never changed, it would not be counted within the 30%, if dashboard is used both with and without filters on a single day, it\u2019s counted for both categories._\n\n_That means ~ 70% of dashboards have No filters box which is actively used._",
"<@UFP6V5W4E> <@U017A55PE9E> i posted your requests on github, and communicated internally. I will get back to you guys soon",
"Hi Everyone, what Ratio value should i give for a Treemap so that the samllest value can also be seen",
"Hello guys! I'm trying to import 0.36 dashboard into 0.37 superset instance. Some errors are occurring when display the imported dashboard.\nI was having an Unexpected error and then I notice that in RAW mode, `granularity` is mandatory or doesn't accept null values..So, after removing the `granularity: null` from the chart parameters the error goes away. But I still having some errors with `url_param` that was working perfect on 0.36 and now I not sure is still available for 0.37 or something was changed. Any thoughts?",
"hi all, at my company we have a staging and a production instances of Superset. When we have a requirement for a new Dashboard we usually create the datasources/charts/dashboards on the staging env and then export/import them on the production env. Until now the procedure for replicating them on the production env was the following:\n1. export datasource/dashboard\n2. import datasource (cli)\n3. import dashboard (UI)\nFrom what I see though when exporting the dashboard there are datasource information as well on the JSON file.\nMy question is can we skip the step of export/importing of the datasources and instead import the dashboard only (will superset create the datasources automatically using the datasource info on the json file?",
"Hi guys, still wondering if this table calculation is possible to look forward to :)",
"Hi all, I am trying to enable Row Level Security but it doesn't seem to be working.  We have just deployed Superset in Kubernetes and are using k8s secrets for the superset_config.\n\nI've set `ENABLE_ROW_LEVEL_SECURITY = 'True'` but in the UI I am not seeing the Row Level Security Option under Security.",
"Hi guys, good morning\nhow're you ?\nI am updating the Superset of the company where I work to version 0.37.2, I am having problems configuring Google OAuth, I remember having already managed it in previous versions, I tested Google credentials in another app, but it seems to me that it is some configuration problem on Superset, I'm getting this message when I try to authenticate myself\nCould someone help me solve this problem?",
"Tried doing this as a pie chart, browser crashed umpteen times! Response comes back, render kills the browser. Either these things are not ready, or I'm doing something terrible!\n\nAny insights would be helpful",
"Hi team, how to export data as csv for all charts in a dashboard?\n\nIn apache superset, I see an 'Export CSV' option to export data as CSV for an individual chart. I have a dashboard which has many charts and I want to allow users to export data from all the charts in a single click. What would the easiest approach to achieve the same?\n\nI see the /superset/explore_json?csv=true API can be invoked to export data for a chart. Can it be used for doing same for multiple charts in a single invocation? Or any other better approach?",
Hi Experts I am trying to locally run superset from container...  on my PC.. and want to use local postgresdb running on my machine..\n\nany idea how can I do this?,
"*OAuth2 Integration*\nWhen integrating with an OAuth provider like AWS Cognito, how does one set specific roles to specific users?\nOne I set `AUTH_TYPE = AUTH_OAUTH`  I can no longer use the admin user created by `superset fab create-admin`\n\nAlso, `AUTH_ROLE_ADMIN = 'Admin'`  does not make the user signed in via OAuth have admin privileges.",
"Hi all,\n\nI am looking for someone who has worked extensively on Apache Superset.\n\nNeed to get some modification done to a codebase of the tool to enable some features for a project.\n\nPlease let me know if you or someone you know would be able to help.",
"Hi everyone. I have a general question on dashboards and how I can make them responsive.\nIs it possible to have 2 charts in a row when the screen space is large, but on mobile for the chart on the right move under the first chart?",
Hello. Where should I put MAPBOX API KEY if I'm using docker-compose appliance?,
Hey Folks!! Is anyone familiar on how to modify and create custom tooltip?,
getting the same in Firefox and Lynx,
"Hello, I have installed superset and is working when I run : superset run -p 8000\nbut when I try to execute with gunicorn:\nexec\n /opt/superset/vsuperset/bin/gunicorn -w 10 -k gevent --timeout 120 -b\u00a0 \n0.0.0.0:8000 --limit-request-line 0 --limit-request-field_size 0\n--statsd-host localhost:8125 --error-logfile\n/opt/superset/logs/superset.error.log --log-file\n/opt/superset/logs/superset.log ""<http://superset.app:create_app()|superset.app:create_app()>""\n\nIf I try to login I get this error:\ninvalid login. Please try again\n\nany idea about this problem?\nthanks for all",
"Hi Guys, Hope everyone is doing good.\nI wanted to know whats the best way in superset to restrict users to run adhoc heavy queries on superset which can impact DB. One way is to write views and expose only views .... is there another way like restricting columns etc",
"Hello, I am running superset within docker and I am trying to upgrade to the latest version. In order to do that i've run the following inside the superset docker container: `pip install apache-superset --upgrade`  `superset db upgrade`\n`superset init.` 1. Are these the right steps to follow in order to upgrade? 2. How can I check if the upgrade took place?  Thank you!",
WTF_CSRF_ENABLE = False,
"am trying to add dashboard in iframe , I followed changing SESSION_COOKIE_HTTPONLY = False\u00a0# Prevent cookie from being read by frontend JS?\nSESSION_COOKIE_SECURE = False\u00a0# Prevent cookie from being transmitted over non-tls?\nSESSION_COOKIE_SAMESITE = None\u00a0# One of [None, 'Lax', 'Strict'] still facing issue ,Please help me in this",
hey <@U01BT39E96V> you can definitely use Superset in a non-Docker way (and I think most contributors do so for the faster iteration).\n\nCheck out the instructions on how to setup your development environment without Docker: <https://github.com/apache/incubator-superset/blob/master/CONTRIBUTING.md#setup-local-environment-for-development>,
Hi.  Given the emphasis on docker based deployment in the docs.. is a local `pip` based install highly discouraged for just basic local development ?,
"I think the Helm chart needs some TLC bc if I set values.yaml to more than one pod, it breaks. ",
"Hi all - is it possible to trigger a Superset query from external using a POST call?\n\nI'm trying to implement some ""Open With Superset"" functionality from our data catalog application. I'd like to pass in the database, schema and sql string and have it open up in Superset at the right place with the query pre-populated/running.\n\nI saw <https://github.com/apache/incubator-superset/blob/0.36.0/superset/views/core.py#L2338,2747> Could this help us?\n\nI'd appreciate any thoughts on how we can implement this.\n\nThanks",
"*Admin User when using Authentication Provider*\nWhen using\n```    AUTH_DB,\n    AUTH_LDAP,\n    AUTH_OAUTH,\n    AUTH_OID,\n    AUTH_REMOTE_USER```\nOnly users registered with the Authentication service provider can login.\n\nDrawback:\nIf we deploy Superset for a client and are required to be an Admin, we have to ask them to create a user within their auth system. Some client's user creation protocols don't all for such kind of users to be created.",
"1) In our org we will have hundreds of dashboards that will be based on the same datasource\nTherefore there is no way to manage dashboard access for specific dashboards for specific users \n\n2), we want to make sure that /dashboard/(&lt;Id&gt;/&lt;slug&gt;)  is also enforcing access . Currently anyone can access any dashboard by just changing the url.\nSometimes there is PII on the dashboard itself like markup or an iframe so it still expose something on the dashboard which is problematic to some of our clients \n\n<@UM4AW481K>",
I think it is useful to understand what problem you are trying to solve and be crispy clear about that. It will help with choosing the approach.,
"Hey there,\nI am currently trying to set up SuperSet with `docker-compose`. I am using the most recent version. I want to connect a MySQL-Database with this URL: `<mysql://user>:password@123.456.78.9:1234/dbname` but I get the error `ERROR: Connection failed, please check your connection settings` and the log shows:\n```DEBUG:superset.models.core:Database.get_sqla_engine(). Masked URL: <mysql+mysqldb://userm:XXXXXXXXXX@123.456.78.9:1234/dbname>\nsuperset_app             | WARNING:superset.views.core:Connection failed\nsuperset_app             | XXIPXX - - [22/Sep/2020 12:33:10] ""POST /superset/testconn HTTP/1.1"" 400 -\nsuperset_app             | INFO:werkzeug:XXIPXX - - [22/Sep/2020 12:33:10] ""POST /superset/testconn HTTP/1.1"" 400 -```\n The issue seems similar to <https://github.com/apache/incubator-superset/issues/10993|this one on GitHub> .\nThe MySQL-Database is local and I am able to connect to it via the terminal, so the credentials should be fine.\nDo you have an idea what is going wrong? Thank you in advance :slightly_smiling_face:",
"I got SuperSet set up today with Windows:\n\u2022 Latest release of Windows 10 Home (I enabled HyperV, but it was a bit of a hack)\n\u2022 docker+WSL\n\u2022 git fetched the repo via WSL -- fetching on windows added carriage returns to the code, resulting in failure of `&gt; docker-compose up` to properly create default `admin:admin` credentials \nUp and running so far. Now to figure out how to use the databases (esp. without setting one up)",
"Greetings all, Newbie here. Trying to learn more GIS and Data Analytics. I have Superset running on Linux from the latest preset/docker Trying to find tutorials on bringing in different types of public data to play with like these: <https://data.sanantonio.gov/dataset> , <https://www.sanantonio.gov/GIS/GISdata#S>, <https://gis-bexar.opendata.arcgis.com/> anyone have some good tutorials or write-ups along these lines?",
Hi folks! Is there a document that describes how to migrate superset database data from SQLite to other databases?,
,
Is there a way to pass on the logged in username/password (ldap) to presto ?\nI created a presto datasource (presto with ldap auth) and enabled `Impersonate`. But only the username is getting replaced and the same old password is being send hence getting `Invalid Credential` from presto. Is this possible ?,
"Calendar heatmap seems to show date as -1, on this selected point it should show 01/11/2020 as the beginning of November, but somehow it shows you 31/10/2020. However, the metric is correctly related to 01/11/2020. Have anyone encountered with similar issue and found any workarounds? Thanks in advance!",
